,matchId,matchUrl
0,3901086,https://www.fotmob.com/match/3901086/matchfacts/manchester-city-vs-brentford
1,3901082,https://www.fotmob.com/match/3901082/matchfacts/afc-bournemouth-vs-everton
2,3901085,https://www.fotmob.com/match/3901085/matchfacts/liverpool-vs-southampton
3,3901088,https://www.fotmob.com/match/3901088/matchfacts/nottingham-forest-vs-crystal-palace
4,3901089,https://www.fotmob.com/match/3901089/matchfacts/tottenham-hotspur-vs-leeds-united
5,3901090,https://www.fotmob.com/match/3901090/matchfacts/west-ham-united-vs-leicester-city
6,3901087,https://www.fotmob.com/match/3901087/matchfacts/newcastle-united-vs-chelsea
7,3901091,https://www.fotmob.com/match/3901091/matchfacts/wolverhampton-wanderers-vs-arsenal
8,3901083,https://www.fotmob.com/match/3901083/matchfacts/brighton--hove-albion-vs-aston-villa
9,3901084,https://www.fotmob.com/match/3901084/matchfacts/fulham-vs-manchester-united
10,3901086,https://www.fotmob.com/match/3901086/matchfacts/manchester-city-vs-brentford
11,3901082,https://www.fotmob.com/match/3901082/matchfacts/afc-bournemouth-vs-everton
12,3901085,https://www.fotmob.com/match/3901085/matchfacts/liverpool-vs-southampton
13,3901088,https://www.fotmob.com/match/3901088/matchfacts/nottingham-forest-vs-crystal-palace
14,3901089,https://www.fotmob.com/match/3901089/matchfacts/tottenham-hotspur-vs-leeds-united
15,3901090,https://www.fotmob.com/match/3901090/matchfacts/west-ham-united-vs-leicester-city
16,3901087,https://www.fotmob.com/match/3901087/matchfacts/newcastle-united-vs-chelsea
17,3901091,https://www.fotmob.com/match/3901091/matchfacts/wolverhampton-wanderers-vs-arsenal
18,3901083,https://www.fotmob.com/match/3901083/matchfacts/brighton--hove-albion-vs-aston-villa
19,3901084,https://www.fotmob.com/match/3901084/matchfacts/fulham-vs-manchester-united
20,3901086,https://www.fotmob.com/match/3901086/matchfacts/manchester-city-vs-brentford
21,3901082,https://www.fotmob.com/match/3901082/matchfacts/afc-bournemouth-vs-everton
22,3901085,https://www.fotmob.com/match/3901085/matchfacts/liverpool-vs-southampton
23,3901088,https://www.fotmob.com/match/3901088/matchfacts/nottingham-forest-vs-crystal-palace
24,3901089,https://www.fotmob.com/match/3901089/matchfacts/tottenham-hotspur-vs-leeds-united
25,3901090,https://www.fotmob.com/match/3901090/matchfacts/west-ham-united-vs-leicester-city
26,3901087,https://www.fotmob.com/match/3901087/matchfacts/newcastle-united-vs-chelsea
27,3901091,https://www.fotmob.com/match/3901091/matchfacts/wolverhampton-wanderers-vs-arsenal
28,3901083,https://www.fotmob.com/match/3901083/matchfacts/brighton--hove-albion-vs-aston-villa
29,3901084,https://www.fotmob.com/match/3901084/matchfacts/fulham-vs-manchester-united
30,3901086,https://www.fotmob.com/match/3901086/matchfacts/manchester-city-vs-brentford
31,3901082,https://www.fotmob.com/match/3901082/matchfacts/afc-bournemouth-vs-everton
32,3901085,https://www.fotmob.com/match/3901085/matchfacts/liverpool-vs-southampton
33,3901088,https://www.fotmob.com/match/3901088/matchfacts/nottingham-forest-vs-crystal-palace
34,3901089,https://www.fotmob.com/match/3901089/matchfacts/tottenham-hotspur-vs-leeds-united
35,3901090,https://www.fotmob.com/match/3901090/matchfacts/west-ham-united-vs-leicester-city
36,3901087,https://www.fotmob.com/match/3901087/matchfacts/newcastle-united-vs-chelsea
37,3901091,https://www.fotmob.com/match/3901091/matchfacts/wolverhampton-wanderers-vs-arsenal
38,3901083,https://www.fotmob.com/match/3901083/matchfacts/brighton--hove-albion-vs-aston-villa
39,3901084,https://www.fotmob.com/match/3901084/matchfacts/fulham-vs-manchester-united
40,3901086,https://www.fotmob.com/match/3901086/matchfacts/manchester-city-vs-brentford
41,3901082,https://www.fotmob.com/match/3901082/matchfacts/afc-bournemouth-vs-everton
42,3901085,https://www.fotmob.com/match/3901085/matchfacts/liverpool-vs-southampton
43,3901088,https://www.fotmob.com/match/3901088/matchfacts/nottingham-forest-vs-crystal-palace
44,3901089,https://www.fotmob.com/match/3901089/matchfacts/tottenham-hotspur-vs-leeds-united
45,3901090,https://www.fotmob.com/match/3901090/matchfacts/west-ham-united-vs-leicester-city
46,3901087,https://www.fotmob.com/match/3901087/matchfacts/newcastle-united-vs-chelsea
47,3901091,https://www.fotmob.com/match/3901091/matchfacts/wolverhampton-wanderers-vs-arsenal
48,3901083,https://www.fotmob.com/match/3901083/matchfacts/brighton--hove-albion-vs-aston-villa
49,3901084,https://www.fotmob.com/match/3901084/matchfacts/fulham-vs-manchester-united
50,3901086,https://www.fotmob.com/match/3901086/matchfacts/manchester-city-vs-brentford
51,3901082,https://www.fotmob.com/match/3901082/matchfacts/afc-bournemouth-vs-everton
52,3901085,https://www.fotmob.com/match/3901085/matchfacts/liverpool-vs-southampton
53,3901088,https://www.fotmob.com/match/3901088/matchfacts/nottingham-forest-vs-crystal-palace
54,3901089,https://www.fotmob.com/match/3901089/matchfacts/tottenham-hotspur-vs-leeds-united
55,3901090,https://www.fotmob.com/match/3901090/matchfacts/west-ham-united-vs-leicester-city
56,3901087,https://www.fotmob.com/match/3901087/matchfacts/newcastle-united-vs-chelsea
57,3901091,https://www.fotmob.com/match/3901091/matchfacts/wolverhampton-wanderers-vs-arsenal
58,3901083,https://www.fotmob.com/match/3901083/matchfacts/brighton--hove-albion-vs-aston-villa
59,3901084,https://www.fotmob.com/match/3901084/matchfacts/fulham-vs-manchester-united
60,3901086,https://www.fotmob.com/match/3901086/matchfacts/manchester-city-vs-brentford
61,3901082,https://www.fotmob.com/match/3901082/matchfacts/afc-bournemouth-vs-everton
62,3901085,https://www.fotmob.com/match/3901085/matchfacts/liverpool-vs-southampton
63,3901088,https://www.fotmob.com/match/3901088/matchfacts/nottingham-forest-vs-crystal-palace
64,3901089,https://www.fotmob.com/match/3901089/matchfacts/tottenham-hotspur-vs-leeds-united
65,3901090,https://www.fotmob.com/match/3901090/matchfacts/west-ham-united-vs-leicester-city
66,3901087,https://www.fotmob.com/match/3901087/matchfacts/newcastle-united-vs-chelsea
67,3901091,https://www.fotmob.com/match/3901091/matchfacts/wolverhampton-wanderers-vs-arsenal
68,3901083,https://www.fotmob.com/match/3901083/matchfacts/brighton--hove-albion-vs-aston-villa
69,3901084,https://www.fotmob.com/match/3901084/matchfacts/fulham-vs-manchester-united
